,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
45496,807.308,Michael Gronau,Michael Gronau and Jonathan L. Rosner,Implications for CP asymmetries of improved data on $B \to K^0 \pi^0$,"Note added, to be published in Physics Letters B","Phys.Lett.B666:467-471,2008",10.1016/j.physletb.2008.08.004,EFI 08-21,hep-ph hep-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 21 Jul 2008 18:03:26 GMT'}, {'version': 'v2', 'created': 'Tue, 29 Jul 2008 21:54:43 GMT'}, {'version': 'v3', 'created': 'Mon, 4 Aug 2008 21:24:36 GMT'}]",2008-11-26,"[['Gronau', 'Michael', ''], ['Rosner', 'Jonathan L.', '']]",,,,,,,,,High Energy Physics,"Michael Gronau, Jonathan L. Rosner","Implications for CP asymmetries of improved data on<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" overflow=""scroll""><mml:mi>B</mml:mi><mml:mo>→</mml:mo><mml:msup><mml:mi>K</mml:mi><mml:mn>0</mml:mn></mml:msup><mml:msup><mml:mi>π</mml:mi><mml:mn>0</mml:mn></mml:msup></mml:math>",Unknown,Unknown,"Michael Gronau (unknown), Jonathan L. Rosner (unknown)",2008,Physics Letters B,666,5,467-471
115280,1005.2366,David Pekker,"David Pekker, Mehrtash Babadi, Rajdeep Sensarma, Nikolaj Zinner, Lode
  Pollet, Martin W. Zwierlein, Eugene Demler","Competition between pairing and ferromagnetic instabilities in ultracold
  Fermi gases near Feshbach resonances","4+epsilon pages, 4 figures","Phys. Rev. Lett. 106, 050402 (2011)",10.1103/PhysRevLett.106.050402,,cond-mat.quant-gas,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 13 May 2010 16:05:02 GMT'}]",2015-03-17,"[['Pekker', 'David', ''], ['Babadi', 'Mehrtash', ''], ['Sensarma', 'Rajdeep', ''], ['Zinner', 'Nikolaj', ''], ['Pollet', 'Lode', ''], ['Zwierlein', 'Martin W.', ''], ['Demler', 'Eugene', '']]",,,,,,,,,Condensed Matter Physics,"David Pekker, Mehrtash Babadi, Rajdeep Sensarma, Nikolaj Zinner, Lode Pollet, Martin W. Zwierlein, Eugene Demler",Competition between Pairing and Ferromagnetic Instabilities in Ultracold Fermi Gases near Feshbach Resonances,Unknown,Unknown,"David Pekker (unknown), Mehrtash Babadi (unknown), Rajdeep Sensarma (unknown), Nikolaj Zinner (unknown), Lode Pollet (unknown), Martin W. Zwierlein (unknown), Eugene Demler (unknown)",2011,Physical Review Letters,106,5,
127662,1009.0007,Kim Nilsson,"Kim K. Nilsson (1,2), G\""oran \""Ostlin (3), Palle M{\o}ller (4), Ole
  M\""oller-Nilsson (2), Christian Tapken (5), Wolfram Freudling (4) and Johan
  P.U. Fynbo (6) ((1) ST-ECF, (2) MPIA, (3) Stockholm University, (4) ESO, (5)
  AIP Potsdam, (6) DARK Copenhagen)",The nature of z ~ 2.3 Lyman-alpha emitters,"15 pages, 11 figures, 8 tables, accepted in A&A. Table 6 available in
  full from the authors",,10.1051/0004-6361/201015606,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 31 Aug 2010 20:00:05 GMT'}, {'version': 'v2', 'created': 'Fri, 19 Nov 2010 13:20:30 GMT'}, {'version': 'v3', 'created': 'Tue, 15 Feb 2011 15:16:16 GMT'}]",2015-05-19,"[['Nilsson', 'Kim K.', ''], ['Östlin', 'Göran', ''], ['Møller', 'Palle', ''], ['Möller-Nilsson', 'Ole', ''], ['Tapken', 'Christian', ''], ['Freudling', 'Wolfram', ''], ['Fynbo', 'Johan P. U.', '']]",,,,,,,,,Astronomy and Astrophysics,"K. K. Nilsson, G. Östlin, P. Møller, O. Möller-Nilsson, C. Tapken, W. Freudling, J. P. U. Fynbo",The nature of<i>z</i>  ~ 2.3 Lyman-<i>α</i>emitters,Unknown,Unknown,"K. K. Nilsson (unknown), G. Östlin (unknown), P. Møller (unknown), O. Möller-Nilsson (unknown), C. Tapken (unknown), W. Freudling (unknown), J. P. U. Fynbo (unknown)",2011,Astronomy &amp; Astrophysics,529,,A9
128097,1009.0699,Vit Nov\'ak,"V. Novak, M. Cukr, Z. Soban, T. Jungwirth, X. Marti, V. Holy, P.
  Horodyska, P. Nemec",Molecular Beam Epitaxy of LiMnAs,"8 pages, 5 figures",,10.1016/j.jcrysgro.2010.11.077,,cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 3 Sep 2010 15:24:15 GMT'}]",2015-05-19,"[['Novak', 'V.', ''], ['Cukr', 'M.', ''], ['Soban', 'Z.', ''], ['Jungwirth', 'T.', ''], ['Marti', 'X.', ''], ['Holy', 'V.', ''], ['Horodyska', 'P.', ''], ['Nemec', 'P.', '']]",,,,,,,,,Condensed Matter Physics,"V. Novák, M. Cukr, Z. Šobáň, T. Jungwirth, X. Martí, V. Holý, P. Horodyská, P. Němec",Molecular beam epitaxy of LiMnAs,Unknown,Unknown,"V. Novák (unknown), M. Cukr (unknown), Z. Šobáň (unknown), T. Jungwirth (unknown), X. Martí (unknown), V. Holý (unknown), P. Horodyská (unknown), P. Němec (unknown)",2011,Journal of Crystal Growth,323,1,348-350
22555,711.4191,Ken-Ichi Katayama,"Masafumi Fukuma, Ken-Ichi Katayama, Takao Suyama",Notes on the Hamiltonian formulation of 3D Yang-Mills theory,"26 pages, LaTeX; discussions on IR regulators and local counterterms
  improved, references added","JHEP0804:095,2008",10.1088/1126-6708/2008/04/095,KUNS-2104,hep-th,,"[{'version': 'v1', 'created': 'Tue, 27 Nov 2007 07:45:32 GMT'}, {'version': 'v2', 'created': 'Tue, 11 Dec 2007 15:26:49 GMT'}, {'version': 'v3', 'created': 'Tue, 18 Mar 2008 18:26:30 GMT'}]",2008-11-26,"[['Fukuma', 'Masafumi', ''], ['Katayama', 'Ken-Ichi', ''], ['Suyama', 'Takao', '']]",,,,,,,,,High Energy Physics,"Masafumi Fukuma, Ken-Ichi Katayama, Takao Suyama",Notes on the Hamiltonian formulation of 3D Yang-Mills theory,Unknown,Unknown,"Masafumi Fukuma (unknown), Ken-Ichi Katayama (unknown), Takao Suyama (unknown)",2008,Journal of High Energy Physics,2008,04,095-095
96082,911.3396,Oleg Ruchayskiy,"Alexey Boyarsky, Andrey Neronov, Oleg Ruchayskiy, Igor Tkachev",Universal properties of Dark Matter halos,"4 pages, 1 figure, revtex. Final version to appear in Phys. Rev. Lett","Phys.Rev.Lett.104:191301,2010",10.1103/PhysRevLett.104.191301,,astro-ph.CO astro-ph.GA hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 18 Nov 2009 17:45:52 GMT'}, {'version': 'v2', 'created': 'Mon, 17 May 2010 18:46:22 GMT'}]",2010-05-25,"[['Boyarsky', 'Alexey', ''], ['Neronov', 'Andrey', ''], ['Ruchayskiy', 'Oleg', ''], ['Tkachev', 'Igor', '']]",,,,,,,,,Astronomy and Astrophysics,"A. Boyarsky, A. Neronov, O. Ruchayskiy, I. Tkachev",Universal Properties of Dark Matter Halos,Unknown,Unknown,"A. Boyarsky (unknown), A. Neronov (unknown), O. Ruchayskiy (unknown), I. Tkachev (unknown)",2010,Physical Review Letters,104,19,
117899,1006.0921,Jeanette E. Nelson,J. E. Nelson and R. F. Picken,Quantum geometry from 2+1 AdS quantum gravity on the torus,"19 pages, 11 figures, revised with more explanations, improved
  figures and extra figures. To appear GERG","Gen.Rel.Grav.43:777-795,2011",10.1007/s10714-010-1095-0,,gr-qc hep-th math-ph math.MP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 4 Jun 2010 15:33:49 GMT'}, {'version': 'v2', 'created': 'Fri, 17 Sep 2010 16:04:55 GMT'}]",2011-02-23,"[['Nelson', 'J. E.', ''], ['Picken', 'R. F.', '']]",,,,,,,,,High Energy Physics,"J. E. Nelson, R. F. Picken",Quantum geometry from 2 + 1 AdS quantum gravity on the torus,Unknown,Unknown,"J. E. Nelson (unknown), R. F. Picken (unknown)",2011,General Relativity and Gravitation,43,3,777-795
20473,711.0648,Vanessa McBride,"A.J. Dean, A. De Rosa, V.A. McBride, R. Landi, A.B. Hill, L. Bassani,
  A. Bazzano, A.J. Bird and P. Ubertini","INTEGRAL observations of PSR J1811-1925 and its associated Pulsar Wind
  Nebula","6 pages, 2 figures, accepted for publication in MNRAS",,10.1111/j.1745-3933.2007.00415.x,,astro-ph,,"[{'version': 'v1', 'created': 'Mon, 5 Nov 2007 14:52:36 GMT'}]",2009-11-13,"[['Dean', 'A. J.', ''], ['De Rosa', 'A.', ''], ['McBride', 'V. A.', ''], ['Landi', 'R.', ''], ['Hill', 'A. B.', ''], ['Bassani', 'L.', ''], ['Bazzano', 'A.', ''], ['Bird', 'A. J.', ''], ['Ubertini', 'P.', '']]",,,,,,,,,Astronomy and Astrophysics,"A. J. Dean, A. De Rosa, V. A. McBride, R. Landi, A. B. Hill, L. Bassani, A. Bazzano, A. J. Bird, P. Ubertini",INTEGRAL observations of PSR J1811−1925 and its associated pulsar wind nebula,Unknown,Unknown,"A. J. Dean (unknown), A. De Rosa (unknown), V. A. McBride (unknown), R. Landi (unknown), A. B. Hill (unknown), L. Bassani (unknown), A. Bazzano (unknown), A. J. Bird (unknown), P. Ubertini (unknown)",2008,Monthly Notices of the Royal Astronomical Society: Letters,384,1,L29-L33
60619,812.2776,Shamayita Ray,"Joydeep Chakrabortty (Harish-Chandra Res. Inst.), Amol Dighe (Tata
  Inst.), Srubabati Goswami (Ahmedabad, Phys. Res. Lab), Shamayita Ray (Tata
  Inst.)","Renormalization group evolution of neutrino masses and mixing in the
  Type-III seesaw mechanism","40 pages, 4 figures, Revtex4. Uses axodraw.sty, accents.sty
  (included). The final version to be published in Nuclear Physics B. Major
  changes: Discussion of quasi-degenerate neutrinos and the corresponding
  figure added. A column added in Table III","Nucl.Phys.B820:116-147,2009",10.1016/j.nuclphysb.2009.05.016,"TIFR/TH/08-56, HRI-P-08-12-001",hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 15 Dec 2008 12:06:53 GMT'}, {'version': 'v2', 'created': 'Mon, 1 Jun 2009 16:23:20 GMT'}]",2010-04-21,"[['Chakrabortty', 'Joydeep', '', 'Harish-Chandra Res. Inst.'], ['Dighe', 'Amol', '', 'Tata\n  Inst.'], ['Goswami', 'Srubabati', '', 'Ahmedabad, Phys. Res. Lab'], ['Ray', 'Shamayita', '', 'Tata\n  Inst.']]",,,,,,,,,High Energy Physics,"Joydeep Chakrabortty, Amol Dighe, Srubabati Goswami, Shamayita Ray",Renormalization group evolution of neutrino masses and mixing in the Type-III seesaw mechanism,Unknown,Unknown,"Joydeep Chakrabortty (unknown), Amol Dighe (unknown), Srubabati Goswami (unknown), Shamayita Ray (unknown)",2009,Nuclear Physics B,820,1-2,116-147
83858,907.488,Heesung Shin,Heesung Shin and Jiang Zeng,An involution for symmetry of hook length and part length of partitions,"9 pages, 7 figures","Discrete Mathematics, 310(10-11), 1633-1639, 2010",10.1016/j.disc.2010.01.011,,math.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 28 Jul 2009 10:20:52 GMT'}, {'version': 'v2', 'created': 'Wed, 7 Oct 2009 06:20:16 GMT'}]",2022-03-22,"[['Shin', 'Heesung', ''], ['Zeng', 'Jiang', '']]",,,,,,,,,Mathematics and Computer Science,"Heesung Shin, Jiang Zeng",An involution for symmetry of hook length and part length of pointed partitions,Unknown,Unknown,"Heesung Shin (unknown), Jiang Zeng (unknown)",2010,Discrete Mathematics,310,10-11,1633-1639
70506,903.3997,Zhongzhi Zhang,"Jihong Guan, Yuewen Wu, Zhongzhi Zhang, Shuigeng Zhou, Yonghui Wu","A unified model for Sierpinski networks with scale-free scaling and
  small-world effect",final version accepted for publication in Physica A,"Physica A, 2009, 388: 2571-2578.",10.1016/j.physa.2009.03.005,,cond-mat.dis-nn physics.soc-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 24 Mar 2009 01:42:39 GMT'}]",2009-04-09,"[['Guan', 'Jihong', ''], ['Wu', 'Yuewen', ''], ['Zhang', 'Zhongzhi', ''], ['Zhou', 'Shuigeng', ''], ['Wu', 'Yonghui', '']]",,,,,,,,,Condensed Matter Physics,"Jihong Guan, Yuewen Wu, Zhongzhi Zhang, Shuigeng Zhou, Yonghui Wu",A unified model for Sierpinski networks with scale-free scaling and small-world effect,Unknown,Unknown,"Jihong Guan (unknown), Yuewen Wu (unknown), Zhongzhi Zhang (unknown), Shuigeng Zhou (unknown), Yonghui Wu (unknown)",2009,Physica A: Statistical Mechanics and its Applications,388,12,2571-2578
20866,711.1253,Francesco Becattini,"F. Becattini (University of Florence and INFN Florence), F. Piccinini
  (INFN Pavia), J. Rizzo (University of Florence)","Angular momentum conservation in heavy ion collisions at very high
  energy",Minor corrections. Published version in PRC,"Phys.Rev.C77:024906,2008",10.1103/PhysRevC.77.024906,,nucl-th hep-ph,,"[{'version': 'v1', 'created': 'Thu, 8 Nov 2007 17:10:45 GMT'}, {'version': 'v2', 'created': 'Sun, 11 Nov 2007 18:13:46 GMT'}, {'version': 'v3', 'created': 'Mon, 18 Feb 2008 16:20:26 GMT'}]",2008-11-26,"[['Becattini', 'F.', '', 'University of Florence and INFN Florence'], ['Piccinini', 'F.', '', 'INFN Pavia'], ['Rizzo', 'J.', '', 'University of Florence']]",,,,,,,,,High Energy Physics,"F. Becattini, F. Piccinini, J. Rizzo",Angular momentum conservation in heavy ion collisions at very high energy,Unknown,Unknown,"F. Becattini (unknown), F. Piccinini (unknown), J. Rizzo (unknown)",2008,Physical Review C,77,2,
99096,912.2796,Chunshan Lin,"Jinn-Ouk Gong, Chunshan Lin, Yi Wang",Non-Gaussianity from false vacuum inflation: Old curvaton scenario,"13 pages, 3 figures; v2 with minor revison; v3 final version to
  appear on JCAP","JCAP 1003:004,2010",10.1088/1475-7516/2010/03/004,ICTS-USTC-09-21,astro-ph.CO gr-qc hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 15 Dec 2009 03:35:27 GMT'}, {'version': 'v2', 'created': 'Sat, 30 Jan 2010 19:31:21 GMT'}, {'version': 'v3', 'created': 'Wed, 10 Mar 2010 22:01:58 GMT'}]",2014-11-20,"[['Gong', 'Jinn-Ouk', ''], ['Lin', 'Chunshan', ''], ['Wang', 'Yi', '']]",,,,,,,,,Astronomy and Astrophysics,"Jinn-Ouk Gong, Chunshan Lin, Yi Wang",Non-Gaussianity from false vacuum inflation: old curvaton scenario,Unknown,Unknown,"Jinn-Ouk Gong (unknown), Chunshan Lin (unknown), Yi Wang (unknown)",2010,Journal of Cosmology and Astroparticle Physics,2010,03,004-004
3273,705.1097,Klaus Galsgaard,"K. Galsgaard (1), V. Archontis (2), F. Moreno-Insertis (3 and 4) and
  A. W. Hood (2) ((1) Niels Bohr Institute, Copenhagen, Denmark, (2) School of
  Mathematics and Statistics, University of St Andrews, UK, (3) Instituto de
  Astrofisica de Canarias (IAC), La Laguna, Spain, (4) Department of
  Astrophysics, Faculty of Physics, Universidad de La Laguna, Spain)","The effect of the relative orientation between the coronal field and new
  emerging flux: I Global Properties","21 pages, 16 figures Accepted for ApJ","Astrophys.J.666:516-531,2007",10.1086/519756,,astro-ph,,"[{'version': 'v1', 'created': 'Tue, 8 May 2007 13:53:57 GMT'}]",2009-06-23,"[['Galsgaard', 'K.', '', '3 and 4'], ['Archontis', 'V.', '', '3 and 4'], ['Moreno-Insertis', 'F.', '', '3 and 4'], ['Hood', 'A. W.', '']]",,,,,,,,,Astronomy and Astrophysics,"K. Galsgaard, V. Archontis, F. Moreno‐Insertis, A. W. Hood",The Effect of the Relative Orientation between the Coronal Field and New Emerging Flux. I. Global Properties,Unknown,Unknown,"K. Galsgaard (unknown), V. Archontis (unknown), F. Moreno‐Insertis (unknown), A. W. Hood (unknown)",2007,The Astrophysical Journal,666,1,516-531
139512,1012.0586,Priscilla Chapman Frisch,Priscilla C. Frisch and David J. McComas,"The Interstellar Boundary Explorer (IBEX): Tracing the Interaction
  between the Heliosphere and Surrounding Interstellar Material with Energetic
  Neutral Atoms","To be published in the proceedings of the April 2010 workshop on
  Galactic Cosmic Rays in the Heliosphere held at the International Space
  Sciences Institute in Bern Switzerland (Space Sciences Review)",,10.1007/s11214-010-9725-0,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 2 Dec 2010 21:38:14 GMT'}, {'version': 'v2', 'created': 'Mon, 6 Dec 2010 21:18:24 GMT'}, {'version': 'v3', 'created': 'Wed, 8 Dec 2010 20:08:48 GMT'}]",2015-03-17,"[['Frisch', 'Priscilla C.', ''], ['McComas', 'David J.', '']]",,,,,,,,,Astronomy and Astrophysics,"Priscilla C. Frisch, David J. McComas",The Interstellar Boundary Explorer (IBEX):,Unknown,Unknown,"Priscilla C. Frisch (unknown), David J. McComas (unknown)",2013,Space Science Reviews,176,1-4,101-113
113834,1005.0029,Markus Aschwanden,Markus J. Aschwanden,"GeV Particle Acceleration in Solar Flares and Ground Level Enhancement
  (GLE) Events","8 Figures, 3 Tables, subm. to SPACE SCIENCE REVIEWS, Topical Issue on
  GLE, accepted 2011 December 20; in press","Space Science Reviews, Vol. 171, p. 3-21 (2012)",10.1007/s11214-011-9865-x,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 30 Apr 2010 22:38:15 GMT'}, {'version': 'v2', 'created': 'Thu, 7 Oct 2010 18:57:48 GMT'}, {'version': 'v3', 'created': 'Tue, 1 Mar 2011 21:47:17 GMT'}, {'version': 'v4', 'created': 'Thu, 12 May 2011 14:42:44 GMT'}, {'version': 'v5', 'created': 'Tue, 20 Dec 2011 23:19:52 GMT'}]",2012-10-02,"[['Aschwanden', 'Markus J.', '']]",,,,,,,,,Astronomy and Astrophysics,Markus J. Aschwanden,GeV Particle Acceleration in Solar Flares and Ground Level Enhancement (GLE) Events,Unknown,Unknown,Markus J. Aschwanden (unknown),2012,Space Science Reviews,171,1-4,3-21
78692,906.2107,Haija Moustafa,"Ha\""ija Moustafa","PV cohomology of pinwheel tilings, their integer group of coinvariants
  and gap-labelling","Problems of compilation by arxiv for figures on p.6 and p.7. I have
  only changed these figures",,10.1007/s00220-010-1070-3,,math.KT math.AT math.DS math.OA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 11 Jun 2009 13:56:09 GMT'}, {'version': 'v2', 'created': 'Fri, 12 Jun 2009 18:44:11 GMT'}]",2015-05-13,"[['Moustafa', 'Haïja', '']]",,,,,,,,,Mathematics and Computer Science,Haïja Moustafa,"PV Cohomology of the Pinwheel Tilings, their Integer Group of Coinvariants and Gap-Labeling",Unknown,Unknown,Haïja Moustafa (unknown),2010,Communications in Mathematical Physics,298,2,369-405
13324,708.3348,J. R. S. Nascimento,"T. Mariz, J. R. Nascimento, A. Yu. Petrov, L. Y. Santos, A. J. da
  Silva",Lorentz violation and the proper-time method,"11 pages, Revtex4","Phys.Lett.B661:312-318,2008",10.1016/j.physletb.2007.10.089,,hep-th,,"[{'version': 'v1', 'created': 'Fri, 24 Aug 2007 14:12:15 GMT'}]",2008-11-26,"[['Mariz', 'T.', ''], ['Nascimento', 'J. R.', ''], ['Petrov', 'A. Yu.', ''], ['Santos', 'L. Y.', ''], ['da Silva', 'A. J.', '']]",,,,,,,,,High Energy Physics,"T. Mariz, J.R. Nascimento, A.Yu. Petrov, L.Y. Santos, A.J. da Silva",Lorentz violation and the proper-time method,Unknown,Unknown,"T. Mariz (unknown), J.R. Nascimento (unknown), A.Yu. Petrov (unknown), L.Y. Santos (unknown), A.J. da Silva (unknown)",2008,Physics Letters B,661,4,312-318
122089,1007.198,Paul Bode,"Bilhuda Rasheed, Neta Bahcall, Paul Bode",Where are the missing baryons in clusters?,Submitted to PNAS,,10.1073/pnas.1009878108,,astro-ph.CO,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 12 Jul 2010 20:10:21 GMT'}]",2021-01-06,"[['Rasheed', 'Bilhuda', ''], ['Bahcall', 'Neta', ''], ['Bode', 'Paul', '']]",,,,,,,,,Astronomy and Astrophysics,"Bilhuda Rasheed, Neta Bahcall, Paul Bode",Searching for the missing baryons in clusters,Unknown,Unknown,"Bilhuda Rasheed (unknown), Neta Bahcall (unknown), Paul Bode (unknown)",2011,Proceedings of the National Academy of Sciences,108,9,3487-3492
116111,1005.3697,D. Karevski,Mario Collura and Dragi Karevski,Critical quench dynamics in confined systems,To appear in Phys. Rev. Lett,,10.1103/PhysRevLett.104.200601,,cond-mat.stat-mech quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 20 May 2010 13:43:10 GMT'}]",2015-05-19,"[['Collura', 'Mario', ''], ['Karevski', 'Dragi', '']]",,,,,,,,,Quantum Physics,"Mario Collura, Dragi Karevski",Critical Quench Dynamics in Confined Systems,Unknown,Unknown,"Mario Collura (unknown), Dragi Karevski (unknown)",2010,Physical Review Letters,104,20,
49457,808.4121,Aigen Li,"M.P. Li, Q.J. Shi, and Aigen Li","On the Anomalous Silicate Emission Features of AGNs: A Possible
  Interpretation Based on Porous Dust","6 pages, 4 figures; Mon. Not. Roy. Astron. Soc. Lett., in press",,10.1111/j.1745-3933.2008.00553.x,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 29 Aug 2008 16:04:47 GMT'}]",2009-11-13,"[['Li', 'M. P.', ''], ['Shi', 'Q. J.', ''], ['Li', 'Aigen', '']]",,,,,,,,,Astronomy and Astrophysics,"M. P. Li, Q. J. Shi, Aigen Li",On the anomalous silicate emission features of active galactic nuclei: a possible interpretation based on porous dust,Unknown,Unknown,"M. P. Li (unknown), Q. J. Shi (unknown), Aigen Li (unknown)",2008,Monthly Notices of the Royal Astronomical Society: Letters,,,
52345,809.4636,Morgan Desort,"A.-M. Lagrange, M. Desort, F. Galland, S. Udry, M. Mayor","Extrasolar planets and brown dwarfs around A-F type stars VI. High
  precision RV survey of early type dwarfs with HARPS","18 pages, 12 figures, 5 tables, A&A accepted",,10.1051/0004-6361:200810105,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 26 Sep 2008 14:03:48 GMT'}, {'version': 'v2', 'created': 'Tue, 14 Oct 2008 22:14:13 GMT'}]",2009-11-13,"[['Lagrange', 'A. -M.', ''], ['Desort', 'M.', ''], ['Galland', 'F.', ''], ['Udry', 'S.', ''], ['Mayor', 'M.', '']]",,,,,,,,,Astronomy and Astrophysics,"A.-M. Lagrange, M. Desort, F. Galland, S. Udry, M. Mayor",Extrasolar planets and brown dwarfs around A–F type stars,Unknown,Unknown,"A.-M. Lagrange (unknown), M. Desort (unknown), F. Galland (unknown), S. Udry (unknown), M. Mayor (unknown)",2009,Astronomy &amp; Astrophysics,495,1,335-352
23561,712.0786,Wieslaw Kubi\'s,"Wieslaw Kubis, Katsuro Sakai",Hausdorff hyperspaces of $R^m$ and their dense subspaces,21 pages; to appear in J. Math. Soc. Japan,"J. Math. Soc. Japan 60 (2008), no. 1, 193--217",10.2969/jmsj/06010193,,math.GN,,"[{'version': 'v1', 'created': 'Wed, 5 Dec 2007 17:23:38 GMT'}]",2012-10-23,"[['Kubis', 'Wieslaw', ''], ['Sakai', 'Katsuro', '']]",,,,,,,,,Mathematics and Computer Science,"Wiesław KUBIŚ, Katsuro SAKAI",Hausdorff hyperspaces of R m and their dense subspaces,Unknown,Unknown,"Wiesław KUBIŚ (unknown), Katsuro SAKAI (unknown)",2008,Journal of the Mathematical Society of Japan,60,1,
52592,809.5083,Martin L. Perl,Martin L. Perl,Can the Existence of Dark Energy Be Directly Detected?,4 pages,"Int.J.Mod.Phys.A24:3426-3436,2009",10.1142/S0217751X09047028,,hep-ex astro-ph hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 29 Sep 2008 22:14:55 GMT'}, {'version': 'v2', 'created': 'Mon, 6 Oct 2008 22:41:09 GMT'}]",2009-08-20,"[['Perl', 'Martin L.', '']]",,,,,,,,,Astronomy and Astrophysics,MARTIN L. PERL,CAN THE EXISTENCE OF DARK ENERGY BE DIRECTLY DETECTED?,Unknown,Unknown,MARTIN L. PERL (unknown),2009,International Journal of Modern Physics A,24,18n19,3426-3436
85701,908.2235,Javier De Lucas,J.F. Cari\~nena and J. de Lucas,Quantum Lie systems and integrability conditions,,"Int. J. Geom. Meth. Mod. Phys. (IJGMMP) Volume 6, Issue 8,
  1235-1252 (2009).",10.1142/S021988780900420X,,math-ph math.MP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sun, 16 Aug 2009 12:13:56 GMT'}]",2010-02-01,"[['Cariñena', 'J. F.', ''], ['de Lucas', 'J.', '']]",,,,,,,,,Mathematics and Computer Science,"JOSÉ F. CARIÑENA, JAVIER DE LUCAS",QUANTUM LIE SYSTEMS AND INTEGRABILITY CONDITIONS,Unknown,Unknown,"JOSÉ F. CARIÑENA (unknown), JAVIER DE LUCAS (unknown)",2009,International Journal of Geometric Methods in Modern Physics,06,08,1235-1252
93274,910.4541,Michael McNeil Forbes,"Michael McNeil Forbes, Kyle Lawson, Ariel R. Zhitnitsky","The Electrosphere of Macroscopic ""Quark Nuclei"": A Source for Diffuse
  MeV Emissions from Dark Matter","20 Pages, REVTeX4.1","Phys.Rev.D82:083510,2010",10.1103/PhysRevD.82.083510,"LA-UR 09-06331, INT-PUB-10-054",astro-ph.GA astro-ph.CO astro-ph.HE hep-ph nucl-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 23 Oct 2009 16:24:57 GMT'}, {'version': 'v2', 'created': 'Mon, 4 Oct 2010 10:16:06 GMT'}]",2014-11-20,"[['Forbes', 'Michael McNeil', ''], ['Lawson', 'Kyle', ''], ['Zhitnitsky', 'Ariel R.', '']]",,,,,,,,,Astronomy and Astrophysics,"Michael McNeil Forbes, Kyle Lawson, Ariel R. Zhitnitsky",Electrosphere of macroscopic “quark nuclei”: A source for diffuse MeV emissions from dark matter,Unknown,Unknown,"Michael McNeil Forbes (unknown), Kyle Lawson (unknown), Ariel R. Zhitnitsky (unknown)",2010,Physical Review D,82,8,
